,Title,Year,Release Date,Rating,Num Raters,Popularity,Runtime (hrs),Budget ($),Revenue ($),Profit ($),Genres,Actors,Keywords,Production Companies,Countries
797,Spy Kids 3-D: Game Over,2003,2003-07-25,5.1,1809,44.682,1.40,38000000,197011982,159011982.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']","['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara', 'Ricardo Montalban', 'Holland Taylor', 'Sylvester Stallone', 'Mike Judge', 'Salma Hayek', ""Matt O'Leary"", 'Emily Osment', 'Ryan Pinkston', 'Robert Vito', 'Bobby Edner', 'Courtney Jines', 'Cheech Marin', 'Danny Trejo', 'Alan Cumming', 'Tony Shalhoub', 'Steve Buscemi', 'Bill Paxton', 'George Clooney', 'Elijah Wood', 'Selena Gomez', 'Evan Sabara', 'Camille Chen', 'Steve Wertheimer', 'Alejandro Rose-Garcia', 'Lane Turney', 'Glen Powell', 'Bob Fonseca', 'Peter Marquardt', 'James Paxton']","['Video Game', 'Artificial Intelligence', 'Liberation', 'Child Hero', 'Secret Agent', 'Mission', 'Game Developer', 'Trapped In A Game']",['Dimension Films'],['United States of America']
798,Slumdog Millionaire,2008,2008-11-12,7.7,8991,19.631,2.00,15000000,378410542,363410542.0,"['Drama', 'Romance']","['Dev Patel', 'Saurabh Shukla', 'Anil Kapoor', 'Rajendranath Zutshi', 'Jeneva Talwar', 'Freida Pinto', 'Irrfan Khan', 'Azharuddin Mohammed Ismail', 'Ayush Mahesh Khedekar', 'Jira Banjara', 'Sheikh Wali', 'Mahesh Manjrekar', 'Sanchita Choudhary', 'Himanshu Tyagi', 'Sharib Hashmi', 'Virendra Chatterjee', 'Feroze Khan', 'Sunil Kumar Agrawal', 'Virender Kumar', 'Devesh Rawal', 'Rubina Ali', 'Ankur Vikal', 'Tiger', 'Chirag Parmar', 'Nazneen Shaikh', 'Farzana Ansari', 'Anupam Shyam', 'Salim Chaus', 'Harvinder Kaur', 'Narendra Singh Bhati', 'Tanay Chheda', 'Ashutosh Lobo Gajiwala', 'Satya Mudgal', 'Janet de Vigne', 'William Relton', 'David Gilliam', 'Mia Drake', 'Kinder Singh', 'Christine Matovich Singh', 'Thomas Lehmkuhl', 'Siddesh Patil', 'Najma Shaikh', 'Saeeda Shaikh', 'Alka Satpute', 'Tabassum Khan', 'Tanvi Ganesh Lonkar', 'Sitaram Panchal', 'Nigel Caesar', 'Ajit Pandey', 'Kedar Thapar', 'Amit Leonard', 'Rajesh Kumar', 'Sagar Ghopalkar', 'Pradeep Solanki', 'Abdul Hamid Shaikh', 'Dheeraj Waghela', 'Shruti Seth', 'Arfi Lamba', 'Taira Colah', 'Varun Bagri', 'Ankur Tewari', 'Anjum Sharma', 'Madhur Mittal', 'Sarfaraz Khan', 'Syed Fazal Hussain', 'Umar Khan', 'Imran Hasnee', 'Homai Billimoria', 'Udayan Baijal', 'Sandeep Kaul', 'Rufee Ahmed', 'Rhea Lawyer', 'Deepali Dalvi', 'Anisha Nagar', 'Farrah Shaikh', 'Mamta Sharma', 'Neha M. Khatarawalla', 'Tanya Singh', 'Anand Tiwari', 'Faezeh Jalali', 'Meghana Jhalani', 'Rupali Mehra', 'Anju Singh', 'Saurabh Agarwal', 'Mark Boucher', 'Andre Nel', 'Yuvraj Singh', 'Sachin Tendulkar', 'Amitabh Bachchan']","['Slum', 'Cheating', 'Suspicion', 'Mumbai (Bombay), India', 'Game Show', 'Quiz', 'Orphan', 'Duringcreditsstinger', 'Taj Mahal, India', 'South Asian Lead']","['Celador Films', 'Film4 Productions']",['United Kingdom']
799,Underworld: Rise of the Lycans,2009,2009-01-22,6.5,3034,33.307,1.53,35000000,92158961,57158961.0,"['Fantasy', 'Action', 'Thriller']","['Rhona Mitra', 'Bill Nighy', 'Michael Sheen', 'Shane Brolly', 'Steven Mackintosh', 'Kevin Grevioux', 'David Aston', 'Geraldine Brophy', 'Leighton Cardno', 'Alexander Carroll', 'Elizabeth Hawthorne', 'Jason Hood', 'Mark Mitchinson', 'Craig Parker', 'Timothy Raby', 'Tania Nolan', 'Kate Beckinsale', 'Jared Turner', 'Olivia Taylforth', 'Larry Rew', 'Eleanor Williams', 'Brian Steele']","['Prison', 'Slavery', 'Castle', 'Vampire', 'Forbidden Love', 'Werewolf', 'Battle', 'Slave', 'Fictional War', 'Gothic', 'Dungeon', 'Dark Fantasy', 'Aristocracy', 'Urban Gothic']","['Screen Gems', 'Lakeshore Entertainment', 'Sketch Films', 'UW3 Film Productions']",['United States of America']
800,Harry Potter and the Deathly Hallows: Part 1,2010,2010-10-17,7.8,16018,156.706,2.43,250000000,954305868,704305868.0,"['Adventure', 'Fantasy']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Richard Griffiths', 'John Hurt', 'Rhys Ifans', 'Jason Isaacs', 'Bill Nighy', 'Alan Rickman', 'Fiona Shaw', 'Timothy Spall', 'Imelda Staunton', 'David Thewlis', 'Warwick Davis', 'Tom Felton', 'Toby Jones', 'Dave Legeno', 'Simon McBurney', 'Helen McCrory', 'Nick Moran', 'Peter Mullan', ""David O'Hara"", 'Clémence Poésy', 'Natalia Tena', 'Julie Walters', 'Mark Williams', 'Bonnie Wright', 'Harry Melling', 'Ian Kelly', 'Michelle Fairley', 'Carolyn Pickles', 'Graham Duff', 'Guy Henry', 'Arben Bajraktaraj', 'Rod Hunt', 'Suzanne Toase', 'Ralph Ineson', 'Adrian Annis', 'Emil Hoștină', 'Paul Khanna', 'Richard Strange', 'Anthony John Crocker', 'Peter G. Reed', 'Granville Saxton', 'Judith Sharp', 'Ashley McGuire', 'Penelope McGhie', 'Bob Yves Van Hellenberg Hubar', 'Tony Kirwood', 'David Ryall', 'James Phelps', 'Oliver Phelps', 'George Harris', 'Andy Linden', 'Domhnall Gleeson', 'Frances de la Tour', 'Evanna Lynch', 'Matyelok Gibbs', 'Eva Alexander', 'Matthew Lewis', 'Jon Campling', 'Devon Murray', 'William Melling', 'Simon Grover', 'Freddie Stroma', 'Isabella Laughland', 'Jessie Cave', 'Anna Shaffer', 'Josh Herdman', 'Amber Evans', 'Ruby Evans', 'Katie Leung', 'Georgina Leonidas', 'Louis Cordice', 'Scarlett Hefner', 'Afshan Azad', 'Steffan Rhodri', 'Sophie Thompson', 'Daniel Tuite', 'Daisy Haggard', 'George Potts', 'Rose Keegan', 'Ned Dennehy', 'Kate Fleetwood', 'Daniel Hill', 'Rade Šerbedžija', 'Jamie Campbell Bower', 'Hazel Douglas', 'Adrian Rawlins', 'Geraldine Somerville', 'Miranda Richardson', 'Michael Byrne', 'Samuel Roukin', 'Toby Regbo', 'Lewis Young']","['Corruption', 'Isolation', 'Radio', 'Magic', 'Teleportation', 'Bravery', 'Tension', 'Attack', 'Werewolf', 'Based On Young Adult Novel']","['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']"
801,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-07,8.1,17258,161.51,2.17,125000000,1341511219,1216511219.0,"['Fantasy', 'Adventure']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Ralph Fiennes', 'Helena Bonham Carter', 'Alan Rickman', 'Maggie Smith', 'Robbie Coltrane', 'Michael Gambon', 'John Hurt', 'Jason Isaacs', 'Kelly Macdonald', 'Gary Oldman', 'David Thewlis', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Ciarán Hinds', 'Gemma Jones', 'Dave Legeno', 'Miriam Margolyes', 'Helen McCrory', 'Nick Moran', 'James Phelps', 'Oliver Phelps', 'Clémence Poésy', 'Natalia Tena', 'Julie Walters', 'Mark Williams', 'Bonnie Wright', 'Evanna Lynch', 'Domhnall Gleeson', 'Graham Duff', 'Anthony Allgood', 'Rusty Goffe', 'Jon Key', 'Ian Peck', 'Benn Northover', 'Hebe Beardsall', 'Matthew Lewis', 'Devon Murray', 'Jessie Cave', 'Afshan Azad', 'Isabella Laughland', 'Anna Shaffer', 'Georgina Leonidas', 'Freddie Stroma', 'Alfred Enoch', 'Katie Leung', 'William Melling', 'Sian Grace Phillips', 'Ralph Ineson', 'Suzie Toase', 'Jim Broadbent', 'Scarlett Hefner', 'Josh Herdman', 'Louis Cordice', 'Amber Evans', 'Ruby Evans', 'George Harris', 'Chris Rankin', 'Guy Henry', 'Phil Wright', 'Gary Sayer', 'Tony Adkins', 'Penelope McGhie', 'Emma Thompson', 'Ellie Darcey-Alden', 'Ariella Paradise', 'Benedict Clarke', 'Leslie Phillips', 'Alfie McIlwain', 'Rohan Gotobed', 'Geraldine Somerville', 'Adrian Rawlins', 'Toby Papworth', 'Timothy Spall', 'Peter G. Reed', 'Judith Sharp', 'Emil Hoștină', 'Bob Yves Van Hellenberg Hubar', 'Granville Saxton', 'Tony Kirwood', 'Ashley McGuire', 'Arthur Bowen', 'Daphne de Beistegui', 'Will Dunn', 'Jade Gordon', 'Bertie Gilbert', 'Helena Barlow', 'Ryan Turner', 'Paul Bailey', 'Sean Biggerstaff', 'Vinnie Clarke', 'David Heyman', 'Charlie Hobbs', 'Luke Newberry', 'Keijo J. Salmela', 'Pauline Stone', 'Spencer Wilding']","['Self Sacrifice', 'Magic', 'Sorcerer', 'School', 'Wizard', 'Based On Young Adult Novel']","['Warner Bros. Pictures', 'Heyday Films']","['United Kingdom', 'United States of America']"
802,In the Army Now,1994,1994-08-12,5.1,166,6.574,1.52,0,28881266,,['Comedy'],"['Pauly Shore', 'Andy Dick', 'Lori Petty', 'David Alan Grier', 'Esai Morales', 'Lynn Whitfield', 'Art LaFleur', 'Fabiana Udenio', 'Glenn Morshower', 'Beau Billingslea', 'Peter Spellos', 'Brendan Fraser']","['Education', 'Us Army', 'Friendship', 'Unemployment']",['Hollywood Pictures'],['United States of America']
803,Grave of the Fireflies,1988,1988-04-16,8.4,4129,0.6,1.48,3700000,516962,-3183038.0,"['Animation', 'Drama', 'War']","['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Yoshiko Shinohara', 'Akemi Yamaguchi', 'Justin Doran']","['Sibling Relationship', 'Hunger', 'World War Ii', 'Shelter', 'Wartime', 'Anti War', 'Anime', 'Orphan Siblings', 'Children In Wartime']",['Studio Ghibli'],['Japan']
804,A Serious Man,2009,2009-09-30,6.8,1659,9.571,1.77,7000000,31430334,24430334.0,"['Comedy', 'Drama']","['Michael Stuhlbarg', 'Richard Kind', 'Fred Melamed', 'Sari Lennick', 'Aaron Wolff', 'Jessica McManus', 'Adam Arkin', 'George Wyner', 'Peter Breitmayer', 'Brent Braunschweig', 'David Kang', 'Jon Kaminski Jr.', 'Ari Hoptman', 'Alan Mandell', 'Amy Landecker', 'Simon Helberg', 'Katherine Borowitz', 'Michael Lerner', 'Benjamin Portnoe', 'Fyvush Finkel', 'Steve Park', 'Jane Hammill', 'Claudia Wilkens', 'Yelena Shmulenson', 'Allen Lewis Rickman', 'Raye Birk', 'Landyn Banx', 'Punnavith Koy', 'Joel Thingvall', 'Amanda Day']","['Minnesota', 'Midlife Crisis', 'Professor', 'Bar Mitvah', 'Dark Comedy', 'School Bus', 'Aftercreditsstinger', 'Jewish Family', '1960S', 'Transistor Radio']","['Mike Zoss Productions', 'Focus Features', 'Relativity Media', 'Working Title Films', 'StudioCanal']","['United States of America', 'United Kingdom', 'France']"
805,Jimmy Neutron: Boy Genius,2001,2001-12-21,5.9,708,17.269,1.38,25000000,80936232,55936232.0,"['Family', 'Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']","['Debi Derryberry', 'Megan Cavanagh', 'Mark DeCarlo', 'Jeffrey Garcia', 'Patrick Stewart', 'Martin Short', 'Frank Welker', 'Rob Paulsen', 'Carolyn Lawrence', 'Crystal Scales', 'Candi Milo', 'David L. Lander', 'Carlos Alazraqui', 'Jim Cummings', 'Keith Alcorn', 'Kimberly Brooks', 'Andrea Martin', 'Billy West', 'Bob Goen', 'Mary Hart', 'Bob Goen', 'Dee Bradley Baker', 'Greg Eagles', 'Jack Angel', 'Laraine Newman', 'Gregg Berger', 'Mickie McGowan', 'Phil Proctor', 'John A. Davis', 'Paul Greenberg', 'Mark Menza']","['Showdown', 'Laser Gun', 'Gi', 'Villain', 'Genius', 'Alien', 'Rescue', 'Miniaturization', 'Robot', 'Battle', 'Spear', 'Boy Genius']","['Nickelodeon Movies', 'O Entertainment', 'DNA Productions', 'Paramount']",['United States of America']
806,Osmosis Jones,2001,2001-08-10,6.5,844,17.416,1.58,75000000,13596911,-61403089.0,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']","['Chris Rock', 'Laurence Fishburne', 'David Hyde Pierce', 'Brandy Norwood', 'Bill Murray', 'Molly Shannon', 'William Shatner', 'Ron Howard', 'Sherry Lynn', 'Mickie McGowan', 'Chris Elliott', 'Elena Franklin', 'Kid Rock']","['Cold', 'Flu', 'Lethal Virus', 'Construction Worker']","['Conundrum Entertainment', 'Warner Bros. Animation', 'Warner Bros. Pictures']",['United States of America']
807,The House Bunny,2008,2008-08-22,5.7,1622,11.566,1.62,25000000,70442940,45442940.0,"['Romance', 'Comedy']","['Anna Faris', 'Emma Stone', 'Kat Dennings', 'Katharine McPhee', 'Rumer Willis', 'Hugh Hefner', 'Christopher McDonald', ""Beverly D'Angelo"", 'Kiely Williams', 'Tyson Ritter', 'Colin Hanks', 'Sarah Wright', 'Danni Katz', 'Dana Goodman', 'Kimberly Makkouk', 'Monet Mazur', 'Jay Hayden', 'Owen Benjamin', 'Nick Swardson', 'Holly Madison', ""Shaquille O'Neal"", 'Dan Patrick', 'Sean Salisbury', 'Charles Robinson', 'Emily Wilson', 'Bridget Marquardt', 'Kendra Wilkinson', 'Sara Jean Underwood', 'Lauren Michelle Hill', 'Hiromi Oshima', ""Shaquille O'Neal"", 'Allen Covert', 'Kendra Wilkinson', 'Rachel Specter']","['Virgin', 'College', 'Pregnancy', 'Yoga', 'Bikini', 'Playboy', 'Jail', 'Sorority', 'Model', 'Car Wash', 'Fraternity', 'Pledge']","['Alta Loma Entertainment', 'Columbia Pictures', 'Relativity Media', 'Happy Madison Productions']",['United States of America']
808,Futurama: The Beast with a Billion Backs,2008,2008-06-30,7.0,408,10.201,1.50,0,0,,"['Animation', 'Comedy', 'Science Fiction', 'TV Movie']","['Billy West', 'Katey Sagal', 'John DiMaggio', 'Phil LaMarr', 'Lauren Tom', 'Tress MacNeille', 'Maurice LaMarche', 'David Herman', 'Dan Castellaneta', 'David Cross', 'Stephen Hawking', 'Brittany Murphy']","['Saving The World', 'Alien Life-Form', 'Alien', 'Creature']","['The Curiosity Company', '20th Century Fox Television', 'Fox Television Animation']",['United States of America']
809,Scooby-Doo! and the Loch Ness Monster,2004,2004-06-21,7.4,339,15.618,1.23,0,0,,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Mystery']","['Casey Kasem', 'Sheena Easton', 'Michael Bell', 'Grey DeLisle', 'Frank Welker', 'Mindy Cohn', 'Jeff Bennett', 'John DiMaggio', 'Phil LaMarr']",['Loch Ness Monster'],"['Warner Bros. Animation', 'Hanna-Barbera Productions']",['United States of America']
810,Scooby-Doo! and the Goblin King,2008,2008-09-23,7.9,191,18.737,1.25,0,0,,"['Animation', 'Mystery', 'Comedy', 'Family', 'Adventure', 'Fantasy', 'Music']","['Casey Kasem', 'Lauren Bacall', 'Tim Curry', 'Grey DeLisle', 'Jim Belushi', 'Mindy Cohn', 'Wayne Knight', 'Wallace Shawn', 'Frank Welker', 'Hayden Panettiere', 'Larry Joe Campbell', 'Jay Leno', 'Thom Adcox-Hernandez', 'Russi Taylor']","['Duendes', 'Rei Dos Duendes']",['Warner Bros. Animation'],['United States of America']
811,Eagle Eye,2008,2008-09-25,6.4,2366,16.534,1.97,80000000,178800000,98800000.0,"['Mystery', 'Thriller', 'Action']","['Shia LaBeouf', 'Michelle Monaghan', 'Rosario Dawson', 'Michael Chiklis', 'Anthony Mackie', 'Ethan Embry', 'Billy Bob Thornton', 'Anthony Azizi', 'Cameron Boyce', 'Lynn Cohen', 'Bill Smitrovich', 'Charles Carroll', 'William Sadler', 'Deborah Strang', 'Dariush Kashani', 'Sean Kinney', 'Bob Morrisey', 'J. Patrick McCormack', 'Lorenzo Eduardo', 'Madylin Sweeten', 'Jorge-Luis Pallo', 'James Huang', 'Gerald Downey', 'Tony Flores', 'Donnie Jeffcoat', 'Craig J. Harris', 'Jimmie L. Akins', 'Eric Christian Olsen', 'Marc Singer', 'Michael Maize', 'Eiko Nijo', 'Peter Gail', 'Brad Grunberg', 'Cylk Cozart', 'Manny Perry', 'James C. Gohrick', 'Josh Todd', 'Colby French', 'Matt DeCaro', 'Judith Moreland', 'Rolando Molina', 'Michael Kostroff', 'Nigel Gibbs', 'Michael Daniel Cassady', 'David Grant Wright', 'Jarod Einsohn', 'David Heckel', 'Jamie Martz', 'Greg Collins', 'McKay Stewart', 'Terry Walters', 'Katija Pevec', 'Chase Penny', 'Madison Mason', 'Sebastian Tillinger', 'Kevin Quinn', 'Enver Gjokaj', 'Michael Potter', 'Webster Williams', 'Peggy Roeder', 'Gary Houston', 'Jonathan Chase', 'Dean Cudworth', 'Lindsay Corinn Luecht', 'Nicol Paone', 'Brittany Ishibashi', 'Stacey Scowley', 'Stephen Simon', 'David Arakelyan', 'Salah Salea', 'Susan Armon', 'Fahim Fazli', 'Elijah Moreland', 'David Rowden', 'Brenda Goodbeard', 'Caroline A. Jenks', 'Roger Groh', 'Leslie Stahl', 'Leyna Nguyen', 'Ralph Garman', 'Sharon Tay', 'Rick Chambers', 'Kent Schocknek', 'Brandon Caruso', 'G. Larry Butler', 'Jerry Ferrara', 'Julianne Moore', 'Ali Olomi', 'Nick Searcy', 'Eric Bays']","['Artificial Intelligence', 'Washington Dc, Usa', 'Terrorist', 'Secret Identity', 'Hostage', 'Technology', 'Fbi', 'Pentagon', 'Twin Brother', 'Human Vs Computer']","['KMP Film Invest', 'K/O Paper Products', 'DreamWorks Pictures', 'Goldcrest', 'Paramount']","['United States of America', 'Germany']"
812,Bolt,2008,2008-11-21,6.5,5029,55.673,1.63,150000000,309979994,159979994.0,"['Animation', 'Family', 'Adventure', 'Comedy']","['John Travolta', 'Susie Essman', 'Mark Walton', 'Malcolm McDowell', 'Miley Cyrus', 'Nick Swardson', 'Greg Germann', 'Diedrich Bader', 'Chloë Grace Moretz', 'Anne Lockhart', 'James Lipton', 'J.P. Manoux', 'Dan Fogelman', 'Randy Poffo', 'Ronn Moss', 'Grey DeLisle', 'Kari Wahlgren', 'Sean Donnellan', 'Lino DiSalvo', 'Todd Cummings', 'Tim Mertens', 'Brian Stepanek', 'Daran Norris', 'John DiMaggio', 'Jenny Lewis', 'Phil LaMarr', 'June Christopher', 'Christin Ciaccio Briggs', 'David Cowgill', 'Terri Douglas', 'Jackie Gonneau', 'Nathan Greno', 'Forrest Iwaszewski', 'Holly Kaneko', 'Daniel Kaz', 'Jeff Bennett', 'Dara McGarry', 'Scott Menville', 'Jonathan Nichols', 'Paul Pape', 'Lynwood Robinson', 'Karen Ann Ryan', 'Tara Strong', 'Pepper Sweeney', 'Joe Whyte', 'Chris Williams']","['Hamster', 'Human Animal Relationship', 'Animal', 'Cat Vs Dog', 'Duringcreditsstinger', 'Dog Cat Friendship', 'Animal Lead']","['Walt Disney Animation Studios', 'Walt Disney Pictures']",['United States of America']
813,Scooby-Doo on Zombie Island,1998,1998-09-22,7.6,552,18.736,1.28,0,0,,"['Animation', 'Comedy', 'Family', 'Mystery', 'Adventure', 'Horror']","['B.J. Ward', 'Adrienne Barbeau', 'Ed Gilbert', 'Tara Strong', 'Jim Cummings', 'Billy West', 'Scott Innes', 'Mary Kay Bergman', 'Frank Welker', 'Cam Clarke', 'Mark Hamill', 'Jennifer Leigh Warren']",['Criminal Investigation'],"['Hanna-Barbera Productions', 'Warner Bros. Animation']",['United States of America']
